id,dt,accel_x,accel_y,accel_z,accel_angle_x,accel_angle_y,accel_angle_z,angle_x,angle_y,angle_z,phase
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.0,-14404.0,3616.0,6516.0,12.88,62.64,0.0,0.52,2.51,0.0,0
2,0.06599999,-14432.0,3664.0,6568.0,13.01,62.47,0.0,1.04,4.93,0.0,0
3,0.064,-14416.0,3840.0,6556.0,13.63,62.21,0.0,1.6,7.3,-0.03,0
4,0.06599999,-14724.0,3636.0,6176.0,12.83,64.05,0.0,1.87,9.71,-0.11,0
5,0.06599999,-14484.0,3552.0,6504.0,12.61,62.9,0.0,2.46,11.69,-0.04,0
6,0.065,-14484.0,3664.0,6540.0,12.98,62.64,0.0,2.83,13.79,-0.06,0
7,0.06599999,-14456.0,3524.0,6512.0,12.53,62.88,0.0,3.28,15.72,-0.03,0
8,0.065,-14536.0,3632.0,6388.0,12.88,63.18,0.0,3.69,17.59,-0.03,0
9,0.06599999,-14404.0,3572.0,6476.0,12.74,62.82,0.0,4.03,19.45,-0.05,0
10,0.065,-14484.0,3688.0,6540.0,13.07,62.6,0.0,4.39,21.22,-0.07,0
11,0.067,-14564.0,3596.0,6580.0,12.68,62.76,0.0,4.7,22.97,-0.1,0
12,0.028999997,-14540.0,3672.0,6476.0,12.99,62.89,0.0,5.03,24.56,-0.11,0
13,0.029999997,-14508.0,3564.0,6476.0,12.64,63.0,0.0,5.36,26.07,-0.08,0
14,0.029999997,-14492.0,3692.0,6420.0,13.11,62.93,0.0,5.67,27.58,-0.07,0
15,0.029999997,-14480.0,3492.0,6460.0,12.42,63.11,0.0,5.9,29.09,-0.12,0
16,0.028999997,-14448.0,3596.0,6336.0,12.84,63.24,0.0,6.18,30.42,-0.15,0
17,0.031,-14380.0,3568.0,6384.0,12.78,63.04,0.0,6.45,31.72,-0.17,0
18,0.029999997,-14576.0,3648.0,6656.0,12.83,62.49,0.0,6.68,33.05,-0.18,0
19,0.028999997,-14460.0,3648.0,6496.0,12.96,62.74,0.0,6.94,34.27,-0.18,0
20,0.029999997,-14356.0,3788.0,6756.0,13.43,61.65,0.0,7.16,35.3,-0.18,0
21,0.031,-14456.0,3524.0,6348.0,12.58,63.33,0.0,7.27,36.52,-0.25,0
22,0.028999997,-14544.0,3728.0,6688.0,13.11,62.23,0.0,7.52,37.47,-0.25,0
23,0.031,-14456.0,3672.0,6496.0,13.04,62.7,0.0,7.77,38.47,-0.23,0
24,0.029999997,-14464.0,3624.0,6560.0,12.85,62.61,0.0,7.91,39.71,-0.27,0
25,0.031,-14548.0,3464.0,6144.0,12.37,64.13,0.0,8.02,40.83,-0.28,0
26,0.028999997,-14492.0,3696.0,6260.0,13.18,63.36,0.0,8.35,41.39,-0.21,0
27,0.029999997,-14608.0,3640.0,6672.0,12.77,62.51,0.0,8.53,42.24,-0.23,0
28,0.031,-14492.0,3648.0,6392.0,12.97,63.08,0.0,8.66,43.28,-0.26,0
29,0.028999997,-14436.0,3584.0,6612.0,12.72,62.48,0.0,8.83,44.05,-0.25,0
30,0.031,-14364.0,3492.0,6432.0,12.51,63.0,0.0,9.03,44.75,-0.27,0
31,0.029999997,-14520.0,3772.0,6708.0,13.27,62.08,0.0,9.19,45.37,-0.31,0
32,0.031,-14620.0,3520.0,6332.0,12.46,63.64,0.0,9.15,46.39,-0.46,0
33,0.028999997,-14664.0,3888.0,6184.0,13.73,63.52,0.0,9.46,46.96,-0.38,0
34,0.031,-14348.0,3696.0,6348.0,13.26,62.89,0.0,9.62,47.65,-0.28,0
35,0.029999997,-14340.0,3488.0,5896.0,12.68,64.47,0.0,9.79,48.35,-0.16,0
36,0.029999997,-14432.0,3592.0,6548.0,12.77,62.64,0.0,10.03,48.87,0.0,0
37,0.028999997,-14396.0,3420.0,6800.0,12.12,62.13,0.0,10.1,49.49,0.03,0
38,0.029999997,-14460.0,3608.0,6576.0,12.8,62.58,0.0,10.16,50.12,-0.02,0
39,0.06599999,-14400.0,3484.0,6460.0,12.45,62.99,0.0,10.2,50.56,0.07,0
40,0.06599999,-14600.0,3620.0,5972.0,12.92,64.44,0.0,10.26,51.51,0.13,0
41,0.065,-14488.0,3528.0,6596.0,12.5,62.69,0.0,10.17,52.5,0.32,0
42,0.06599999,-14660.0,3616.0,6588.0,12.68,62.86,0.0,10.32,53.25,0.1,0
43,0.065,-14156.0,3556.0,6356.0,12.91,62.77,0.0,10.34,53.22,0.09,0
44,0.067,-14440.0,3504.0,5892.0,12.66,64.6,0.0,10.21,54.13,-0.14,0
45,0.06599999,-14508.0,3356.0,6512.0,11.92,63.21,0.0,10.07,55.25,-0.44,0
46,0.06599999,-14696.0,3612.0,6660.0,12.62,62.73,0.0,10.28,55.45,-0.43,0
47,0.06599999,-14364.0,3316.0,6308.0,11.93,63.61,0.0,10.56,55.21,-0.18,0
48,0.06599999,-14288.0,3472.0,6016.0,12.62,64.07,0.0,10.76,55.19,0.01,0
49,0.029999997,-14444.0,3740.0,6384.0,13.32,62.88,0.0,10.84,55.52,0.03,0
50,0.029999997,-14800.0,3696.0,5640.0,13.14,65.51,0.0,10.94,55.95,-0.04,0
51,0.029999997,-14992.0,3404.0,6132.0,11.87,64.93,0.0,11.03,56.18,-0.01,0
52,0.031,-14516.0,3664.0,5772.0,13.2,64.78,0.0,11.09,56.62,-0.07,0
53,0.029999997,-14988.0,3616.0,6180.0,12.57,64.47,0.0,11.15,57.23,-0.07,0
54,0.029999997,-14800.0,3576.0,6752.0,12.4,62.7,0.0,11.19,57.58,-0.09,0
55,0.031,-14492.0,3540.0,6168.0,12.67,63.86,0.0,11.25,57.74,-0.06,0
56,0.031,-14616.0,3392.0,6160.0,12.07,64.31,0.0,11.27,58.01,-0.12,0
57,0.029999997,-14880.0,3492.0,5980.0,12.28,65.04,0.0,11.43,58.37,-0.17,0
58,0.029999997,-14696.0,3404.0,6484.0,11.96,63.51,0.0,11.64,58.27,-0.12,0
59,0.031,-14444.0,3632.0,6324.0,12.97,63.21,0.0,11.66,58.47,-0.2,0
60,0.029999997,-14408.0,3412.0,6428.0,12.2,63.2,0.0,11.68,58.75,-0.25,0
61,0.029999997,-14920.0,3356.0,6268.0,11.72,64.52,0.0,11.77,58.88,-0.29,0
62,0.031,-14644.0,3360.0,6320.0,11.9,63.95,0.0,11.75,59.19,-0.33,0
63,0.029999997,-14544.0,3532.0,5708.0,12.74,65.23,0.0,11.82,59.34,-0.31,0
64,0.029999997,-14440.0,3520.0,6516.0,12.53,62.85,0.0,11.76,59.53,-0.39,0
65,0.029999997,-14504.0,3452.0,5992.0,12.41,64.51,0.0,11.74,59.8,-0.52,0
66,0.031,-14772.0,3628.0,6404.0,12.7,63.51,0.0,11.84,59.84,-0.46,0
67,0.031,-14572.0,3616.0,6328.0,12.82,63.43,0.0,11.78,60.21,-0.53,0
68,0.028999997,-14632.0,3544.0,6152.0,12.59,64.12,0.0,11.94,60.22,-0.48,0
69,0.031,-14564.0,3624.0,6632.0,12.76,62.57,0.0,12.06,60.16,-0.38,0
70,0.029999997,-14600.0,3616.0,6800.0,12.65,62.19,0.0,11.89,60.75,-0.6,0
71,0.031,-14820.0,3500.0,6492.0,12.21,63.54,0.0,11.97,60.45,-0.49,0
72,0.029999997,-14596.0,3596.0,6500.0,12.68,63.03,0.0,11.97,60.65,-0.55,0
73,0.029999997,-14020.0,3316.0,5696.0,12.36,64.82,0.0,11.94,60.87,-0.51,0
74,0.031,-14652.0,3652.0,6884.0,12.71,61.99,0.0,12.3,60.64,-0.33,0
75,0.028999997,-14340.0,3448.0,6112.0,12.47,63.92,0.0,12.11,61.38,-0.5,0
76,0.031,-14356.0,3316.0,5416.0,12.19,66.14,0.0,12.27,61.3,-0.34,0
77,0.029999997,-14708.0,3368.0,6192.0,11.92,64.39,0.0,12.22,61.46,-0.34,0
78,0.031,-14628.0,3656.0,6492.0,12.87,63.01,0.0,12.21,61.78,-0.46,0
79,0.028999997,-14644.0,3556.0,6280.0,12.58,63.76,0.0,12.17,61.84,-0.51,0
80,0.031,-14452.0,3692.0,6412.0,13.14,62.89,0.0,12.09,61.66,-0.5,0
81,0.029999997,-14168.0,3524.0,6188.0,12.84,63.32,0.0,12.1,61.72,-0.41,0
82,0.029999997,-14788.0,3596.0,6224.0,12.63,64.08,0.0,12.15,61.9,-0.35,0
83,0.031,-14896.0,3732.0,6220.0,13.02,64.04,0.0,12.08,62.27,-0.44,0
84,0.031,-14844.0,3516.0,6444.0,12.26,63.69,0.0,12.06,62.23,-0.39,0
85,0.028999997,-14740.0,3456.0,6840.0,12.01,62.53,0.0,11.94,62.42,-0.34,0
86,0.031,-14208.0,3456.0,6160.0,12.58,63.57,0.0,12.06,62.65,-0.27,0
87,0.031,-14496.0,3288.0,6024.0,11.83,64.67,0.0,12.11,62.54,-0.22,0
88,0.029999997,-14416.0,3420.0,5720.0,12.44,65.19,0.0,12.3,62.51,-0.18,0
89,0.029999997,-14508.0,3660.0,6528.0,12.96,62.71,0.0,12.3,62.66,-0.2,0
90,0.031,-14564.0,3728.0,6240.0,13.24,63.48,0.0,12.32,62.71,-0.23,0
91,0.029999997,-14560.0,3400.0,6288.0,12.1,63.85,0.0,12.5,62.55,-0.18,0
92,0.029999997,-14736.0,3676.0,6672.0,12.8,62.66,0.0,12.43,62.6,-0.25,0
93,0.029999997,-14532.0,3680.0,6592.0,12.99,62.55,0.0,12.6,62.46,-0.24,0
94,0.031,-14636.0,3616.0,6076.0,12.85,64.22,0.0,12.64,62.65,-0.27,0
95,0.029999997,-14632.0,3480.0,5720.0,12.49,65.41,0.0,12.64,62.83,-0.3,0
96,0.029999997,-14708.0,3552.0,6248.0,12.53,63.96,0.0,12.73,62.64,-0.19,0
97,0.029999997,-14580.0,3512.0,6064.0,12.54,64.33,0.0,12.67,62.68,-0.19,0
98,0.029999997,-14208.0,3340.0,6552.0,12.05,62.63,0.0,12.54,63.03,-0.29,0
99,0.029999997,-14696.0,3544.0,5848.0,12.63,65.05,0.0,12.49,63.03,-0.23,0
100,0.029999997,-14784.0,3580.0,6516.0,12.49,63.3,0.0,12.72,62.9,-0.06,0
101,0.031,-14592.0,3472.0,6476.0,12.27,63.27,0.0,12.6,63.32,-0.08,0
102,0.029999997,-14472.0,3548.0,6280.0,12.67,63.51,0.0,12.63,63.19,0.04,0
103,0.028999997,-14460.0,3856.0,6640.0,13.62,62.03,0.0,12.64,63.34,-0.01,0
104,0.031,-14400.0,3548.0,5856.0,12.86,64.57,0.0,12.59,63.51,0.02,0
105,0.029999997,-14460.0,3392.0,6440.0,12.09,63.28,0.0,12.73,63.21,0.22,0
106,0.028999997,-14440.0,3400.0,6744.0,12.04,62.39,0.0,12.64,63.39,0.11,0
107,0.028999997,-14684.0,3644.0,5792.0,13.0,65.01,0.0,12.57,63.72,-0.09,0
108,0.031,-14844.0,3640.0,6176.0,12.76,64.22,0.0,12.81,63.3,0.06,0
109,0.028999997,-14268.0,3696.0,6768.0,13.17,61.61,0.0,12.92,63.18,0.09,0
110,0.029999997,-14528.0,3388.0,5976.0,12.17,64.69,0.0,12.72,63.47,-0.05,0
111,0.029999997,-14524.0,3348.0,6152.0,11.98,64.25,0.0,12.82,63.24,0.04,0
112,0.029999997,-14524.0,3596.0,6284.0,12.8,63.5,0.0,12.76,63.23,0.04,0
113,0.028999997,-14644.0,3680.0,6160.0,13.04,63.9,0.0,12.82,63.12,0.06,0
114,0.029999997,-14604.0,3692.0,6168.0,13.11,63.79,0.0,12.87,63.0,0.07,0
115,0.029999997,-14536.0,3796.0,6432.0,13.43,62.81,0.0,12.94,63.0,0.07,0
116,0.028999997,-14472.0,3504.0,6408.0,12.48,63.22,0.0,13.0,63.05,0.05,0
117,0.029999997,-14568.0,3448.0,6024.0,12.34,64.52,0.0,12.97,63.06,0.02,0
118,0.029999997,-14688.0,3700.0,6396.0,13.0,63.29,0.0,13.03,62.86,0.03,0
119,0.028999997,-14608.0,3720.0,6292.0,13.16,63.42,0.0,12.99,62.97,-0.03,0
120,0.029999997,-14640.0,3556.0,6292.0,12.58,63.73,0.0,12.96,63.06,-0.03,0
121,0.031,-14476.0,3736.0,6556.0,13.23,62.47,0.0,13.02,62.95,0.05,0
122,0.029999997,-14564.0,3540.0,6312.0,12.57,63.58,0.0,13.0,63.05,0.07,0
123,0.028999997,-14512.0,3388.0,6228.0,12.11,63.96,0.0,12.94,63.12,0.06,0
124,0.029999997,-14464.0,3596.0,6284.0,12.85,63.41,0.0,12.93,63.14,0.05,0
125,0.029999997,-14472.0,3676.0,6296.0,13.11,63.26,0.0,12.89,63.21,0.0,0
126,0.027999999,-14532.0,3648.0,6332.0,12.96,63.3,0.0,12.84,63.19,-0.02,0
127,0.031,-14540.0,3624.0,6404.0,12.85,63.16,0.0,12.79,63.24,-0.05,0
128,0.029999997,-14548.0,3664.0,6328.0,13.0,63.31,0.0,12.8,63.27,-0.07,0
129,0.029999997,-14472.0,3612.0,6408.0,12.86,63.06,0.0,12.86,63.19,-0.03,0
130,0.029999997,-14616.0,3496.0,6280.0,12.39,63.81,0.0,12.87,63.25,-0.02,0
131,0.031,-14524.0,3492.0,6212.0,12.47,63.87,0.0,12.77,63.3,-0.07,0
132,0.029999997,-14576.0,3692.0,6268.0,13.1,63.48,0.0,12.8,63.21,-0.06,0
133,0.029999997,-14484.0,3764.0,6244.0,13.42,63.28,0.0,12.84,63.26,-0.12,0
134,0.029999997,-14640.0,3576.0,6264.0,12.66,63.77,0.0,12.83,63.23,-0.13,0
135,0.031,-14592.0,3652.0,6368.0,12.92,63.29,0.0,12.84,63.19,-0.13,0
136,0.028999997,-14596.0,3644.0,6356.0,12.89,63.35,0.0,12.84,63.21,-0.14,0
137,0.029999997,-14624.0,3668.0,6468.0,12.92,63.05,0.0,12.83,63.2,-0.13,0
138,0.031,-14560.0,3544.0,6672.0,12.48,62.58,0.0,12.81,63.22,-0.12,0
139,0.028999997,-14472.0,3540.0,6476.0,12.59,62.98,0.0,12.83,63.18,-0.09,0
140,0.031,-14464.0,3596.0,6364.0,12.82,63.19,0.0,12.86,63.11,-0.06,0
141,0.029999997,-14460.0,3636.0,6364.0,12.96,63.12,0.0,12.85,63.16,-0.09,0
142,0.031,-14540.0,3596.0,6344.0,12.77,63.36,0.0,12.86,63.15,-0.09,0
143,0.028999997,-14600.0,3576.0,6476.0,12.62,63.13,0.0,12.85,63.14,-0.1,0
144,0.031,-14616.0,3500.0,6376.0,12.38,63.54,0.0,12.82,63.18,-0.12,0
145,0.029999997,-14516.0,3608.0,6356.0,12.83,63.28,0.0,12.82,63.17,-0.13,0
146,0.029999997,-14580.0,3600.0,6592.0,12.68,62.74,0.0,12.82,63.14,-0.13,0
147,0.029999997,-14516.0,3564.0,6500.0,12.63,62.95,0.0,12.81,63.15,-0.13,0
148,0.029999997,-14580.0,3560.0,6440.0,12.59,63.22,0.0,12.79,63.16,-0.15,0
149,0.031,-14552.0,3560.0,6492.0,12.59,63.03,0.0,12.78,63.15,-0.16,0
150,0.028999997,-14456.0,3564.0,6448.0,12.69,62.99,0.0,12.77,63.19,-0.16,0
151,0.031,-14412.0,3644.0,6404.0,13.01,62.92,0.0,12.8,63.16,-0.14,0
152,0.029999997,-14476.0,3648.0,6612.0,12.91,62.45,0.0,12.82,63.13,-0.13,0
153,0.029999997,-14476.0,3564.0,6520.0,12.65,62.83,0.0,12.81,63.12,-0.14,0
154,0.029999997,-14476.0,3644.0,6528.0,12.92,62.69,0.0,12.82,63.1,-0.13,0
155,0.031,-14568.0,3652.0,6300.0,12.96,63.44,0.0,12.83,63.15,-0.14,0
156,0.028999997,-14624.0,3560.0,6608.0,12.51,62.83,0.0,12.82,63.13,-0.12,0
157,0.031,-14504.0,3644.0,6520.0,12.91,62.75,0.0,12.81,63.14,-0.13,0
158,0.029999997,-14440.0,3584.0,6520.0,12.75,62.74,0.0,12.8,63.14,-0.12,0
159,0.029999997,-14548.0,3524.0,6448.0,12.49,63.2,0.0,12.79,63.17,-0.13,0
160,0.029999997,-14492.0,3556.0,6596.0,12.59,62.66,0.0,12.77,63.16,-0.12,0
161,0.029999997,-14440.0,3612.0,6460.0,12.86,62.86,0.0,12.76,63.15,-0.12,0
162,0.031,-14500.0,3660.0,6492.0,12.97,62.8,0.0,12.77,63.16,-0.12,0
163,0.028999997,-14476.0,3592.0,6280.0,12.82,63.45,0.0,12.77,63.19,-0.12,0
164,0.031,-14528.0,3592.0,6440.0,12.74,63.09,0.0,12.77,63.17,-0.11,0
165,0.029999997,-14580.0,3652.0,6440.0,12.91,63.08,0.0,12.77,63.2,-0.12,0
166,0.031,-14488.0,3652.0,6532.0,12.94,62.68,0.0,12.78,63.19,-0.12,0
167,0.028999997,-14568.0,3612.0,6660.0,12.71,62.52,0.0,12.78,63.16,-0.11,0
168,0.029999997,-14560.0,3516.0,6464.0,12.45,63.19,0.0,12.76,63.18,-0.12,0
169,0.031,-14448.0,3652.0,6552.0,12.96,62.56,0.0,12.8,63.15,-0.11,0
170,0.028999997,-14556.0,3580.0,6656.0,12.61,62.56,0.0,12.79,63.14,-0.11,0
171,0.031,-14560.0,3632.0,6520.0,12.83,62.86,0.0,12.79,63.14,-0.12,0
172,0.029999997,-14484.0,3616.0,6416.0,12.86,63.05,0.0,12.79,63.13,-0.12,0
173,0.031,-14580.0,3720.0,6520.0,13.11,62.76,0.0,12.82,63.11,-0.11,0
174,0.028999997,-14484.0,3716.0,6416.0,13.2,62.89,0.0,12.83,63.1,-0.11,0
175,0.031,-14416.0,3648.0,6320.0,13.05,63.15,0.0,12.85,63.11,-0.1,0
176,0.029999997,-14600.0,3668.0,6508.0,12.92,62.9,0.0,12.84,63.11,-0.1,0
177,0.029999997,-14456.0,3524.0,6512.0,12.53,62.88,0.0,12.83,63.12,-0.1,0
178,0.029999997,-14564.0,3692.0,6532.0,13.02,62.74,0.0,12.84,63.12,-0.1,0
179,0.029999997,-14432.0,3584.0,6528.0,12.75,62.71,0.0,12.84,63.1,-0.09,0
180,0.029999997,-14432.0,3588.0,6532.0,12.76,62.69,0.0,12.84,63.1,-0.1,0
181,0.029999997,-14404.0,3508.0,6476.0,12.52,62.92,0.0,12.81,63.11,-0.11,0
182,0.031,-14612.0,3600.0,6512.0,12.68,63.01,0.0,12.8,63.11,-0.12,0
183,0.029999997,-14516.0,3568.0,6464.0,12.66,63.04,0.0,12.8,63.12,-0.13,0
184,0.029999997,-14544.0,3580.0,6280.0,12.73,63.57,0.0,12.8,63.14,-0.13,0
185,0.029999997,-14576.0,3640.0,6404.0,12.88,63.19,0.0,12.79,63.15,-0.13,0
186,0.031,-14524.0,3636.0,6516.0,12.87,62.81,0.0,12.81,63.14,-0.12,0
187,0.028999997,-14524.0,3636.0,6404.0,12.9,63.11,0.0,12.82,63.15,-0.12,0
188,0.031,-14524.0,3716.0,6564.0,13.12,62.56,0.0,12.84,63.13,-0.12,0
189,0.029999997,-14416.0,3608.0,6408.0,12.88,62.97,0.0,12.83,63.13,-0.12,0
190,0.029999997,-14468.0,3672.0,6604.0,13.0,62.42,0.0,12.85,63.09,-0.11,0
191,0.029999997,-14536.0,3636.0,6492.0,12.87,62.89,0.0,12.85,63.1,-0.12,0
192,0.029999997,-14456.0,3592.0,6372.0,12.81,63.16,0.0,12.86,63.09,-0.11,0
193,0.031,-14468.0,3656.0,6480.0,12.99,62.79,0.0,12.86,63.09,-0.12,0
194,0.028999997,-14464.0,3568.0,6404.0,12.71,63.12,0.0,12.85,63.09,-0.12,0
195,0.031,-14432.0,3640.0,6312.0,13.01,63.21,0.0,12.86,63.1,-0.12,0
196,0.029999997,-14516.0,3620.0,6420.0,12.85,63.08,0.0,12.86,63.12,-0.11,0
197,0.029999997,-14544.0,3564.0,6564.0,12.59,62.82,0.0,12.85,63.11,-0.11,0
198,0.029999997,-14428.0,3612.0,6468.0,12.87,62.82,0.0,12.85,63.11,-0.11,0
199,0.031,-14476.0,3628.0,6404.0,12.91,63.05,0.0,12.85,63.12,-0.11,0
200,0.029999997,-14600.0,3528.0,6408.0,12.48,63.39,0.0,12.84,63.13,-0.12,0
201,0.028999997,-14484.0,3608.0,6380.0,12.84,63.16,0.0,12.83,63.14,-0.13,0
202,0.031,-14420.0,3656.0,6512.0,13.01,62.62,0.0,12.84,63.13,-0.13,0
203,0.029999997,-14528.0,3640.0,6520.0,12.88,62.8,0.0,12.83,63.13,-0.13,0
204,0.029999997,-14464.0,3624.0,6564.0,12.85,62.6,0.0,12.83,63.12,-0.13,0
205,0.029999997,-14428.0,3600.0,6552.0,12.8,62.61,0.0,12.85,63.09,-0.13,0
206,0.031,-14436.0,3612.0,6448.0,12.87,62.89,0.0,12.84,63.1,-0.13,0
207,0.029999997,-14544.0,3556.0,6516.0,12.58,62.96,0.0,12.84,63.08,-0.13,0
208,0.029999997,-14396.0,3632.0,6560.0,12.93,62.49,0.0,12.85,63.07,-0.13,0
209,0.029999997,-14428.0,3648.0,6464.0,12.99,62.78,0.0,12.86,63.07,-0.13,0
210,0.031,-14432.0,3620.0,6484.0,12.89,62.77,0.0,12.86,63.08,-0.13,0
211,0.028999997,-14420.0,3576.0,6484.0,12.74,62.82,0.0,12.87,63.06,-0.12,0
212,0.029999997,-14460.0,3620.0,6404.0,12.89,63.04,0.0,12.87,63.08,-0.12,0
213,0.031,-14476.0,3540.0,6496.0,12.58,62.93,0.0,12.86,63.08,-0.12,0
214,0.028999997,-14596.0,3704.0,6536.0,13.04,62.77,0.0,12.86,63.06,-0.13,0
215,0.031,-14528.0,3704.0,6388.0,13.14,63.06,0.0,12.87,63.07,-0.13,0
216,0.029999997,-14416.0,3596.0,6404.0,12.84,63.0,0.0,12.88,63.07,-0.13,0
217,0.031,-14480.0,3624.0,6624.0,12.82,62.46,0.0,12.87,63.05,-0.14,0
218,0.028999997,-14464.0,3596.0,6432.0,12.8,63.0,0.0,12.87,63.06,-0.15,0
219,0.031,-14512.0,3660.0,6488.0,12.97,62.83,0.0,12.87,63.05,-0.16,0
220,0.029999997,-14460.0,3700.0,6632.0,13.09,62.29,0.0,12.87,63.03,-0.17,0
221,0.029999997,-14560.0,3516.0,6380.0,12.47,63.42,0.0,12.85,63.04,-0.18,0
222,0.029999997,-14472.0,3700.0,6608.0,13.09,62.38,0.0,12.87,63.02,-0.17,0
223,0.029999997,-14380.0,3744.0,6472.0,13.36,62.53,0.0,12.89,63.02,-0.17,0
224,0.031,-14508.0,3676.0,6564.0,13.0,62.59,0.0,12.89,63.0,-0.17,0
225,0.028999997,-14440.0,3572.0,6668.0,12.66,62.35,0.0,12.89,62.97,-0.18,0
226,0.031,-14576.0,3652.0,6572.0,12.87,62.71,0.0,12.89,62.97,-0.18,0
227,0.029999997,-14420.0,3580.0,6592.0,12.72,62.52,0.0,12.89,62.95,-0.17,0
228,0.029999997,-14472.0,3608.0,6348.0,12.86,63.23,0.0,12.9,62.96,-0.17,0
229,0.029999997,-14400.0,3576.0,6476.0,12.76,62.81,0.0,12.9,62.95,-0.16,0
230,0.031,-14524.0,3520.0,6584.0,12.45,62.8,0.0,12.89,62.95,-0.16,0
231,0.028999997,-14540.0,3536.0,6648.0,12.47,62.62,0.0,12.87,62.95,-0.16,0
232,0.029999997,-14504.0,3616.0,6640.0,12.77,62.47,0.0,12.88,62.93,-0.16,0
233,0.031,-14512.0,3648.0,6524.0,12.91,62.75,0.0,12.87,62.93,-0.17,0
234,0.029999997,-14424.0,3592.0,6508.0,12.79,62.74,0.0,12.87,62.94,-0.17,0
235,0.029999997,-14560.0,3652.0,6488.0,12.9,62.92,0.0,12.87,62.95,-0.18,0
236,0.029999997,-14512.0,3612.0,6408.0,12.83,63.12,0.0,12.87,62.96,-0.18,0
237,0.031,-14408.0,3696.0,6668.0,13.11,62.12,0.0,12.87,62.94,-0.19,0
238,0.028999997,-14548.0,3620.0,6460.0,12.81,63.02,0.0,12.87,62.95,-0.19,0
239,0.031,-14448.0,3564.0,6460.0,12.69,62.95,0.0,12.86,62.95,-0.2,0
240,0.029999997,-14464.0,3636.0,6528.0,12.91,62.68,0.0,12.86,62.94,-0.2,0
241,0.031,-14388.0,3624.0,6504.0,12.93,62.64,0.0,12.87,62.93,-0.19,0
242,0.028999997,-14420.0,3572.0,6552.0,12.71,62.64,0.0,12.87,62.92,-0.18,0
243,0.029999997,-14520.0,3584.0,6544.0,12.68,62.8,0.0,12.86,62.91,-0.18,0
244,0.031,-14476.0,3548.0,6352.0,12.65,63.32,0.0,12.86,62.94,-0.17,0
245,0.028999997,-14508.0,3564.0,6600.0,12.6,62.66,0.0,12.85,62.95,-0.17,0
246,0.031,-14540.0,3596.0,6332.0,12.78,63.4,0.0,12.85,62.96,-0.17,0
247,0.029999997,-14400.0,3572.0,6536.0,12.73,62.65,0.0,12.86,62.95,-0.16,0
248,0.031,-14464.0,3692.0,6388.0,13.14,62.97,0.0,12.88,62.97,-0.16,0
249,0.028999997,-14496.0,3636.0,6400.0,12.92,63.08,0.0,12.87,62.99,-0.16,0
250,0.031,-14468.0,3588.0,6532.0,12.74,62.75,0.0,12.86,62.99,-0.16,0
251,0.029999997,-14364.0,3592.0,6520.0,12.83,62.61,0.0,12.87,63.0,-0.16,0
252,0.029999997,-14428.0,3732.0,6548.0,13.25,62.42,0.0,12.89,62.98,-0.13,0
253,0.029999997,-14492.0,3580.0,6468.0,12.71,62.97,0.0,12.89,63.0,-0.13,0
254,0.029999997,-14504.0,3664.0,6468.0,12.99,62.86,0.0,12.9,63.0,-0.13,0
255,0.029999997,-14432.0,3744.0,6520.0,13.3,62.48,0.0,12.92,62.98,-0.13,0
256,0.029999997,-14456.0,3652.0,6564.0,12.95,62.54,0.0,12.91,62.97,-0.14,0
257,0.031,-14476.0,3692.0,6308.0,13.16,63.21,0.0,12.95,62.96,-0.14,0
258,0.029999997,-14448.0,3596.0,6476.0,12.8,62.86,0.0,12.97,63.0,-0.13,0
259,0.029999997,-14428.0,3576.0,6496.0,12.73,62.8,0.0,12.96,62.96,-0.13,0
260,0.029999997,-14520.0,3548.0,6476.0,12.58,63.04,0.0,12.94,62.96,-0.13,0
261,0.031,-14368.0,3556.0,6408.0,12.74,62.98,0.0,12.94,62.98,-0.13,0
262,0.028999997,-14416.0,3620.0,6532.0,12.88,62.61,0.0,12.96,62.95,-0.11,0
263,0.031,-14424.0,3668.0,6396.0,13.09,62.93,0.0,12.96,62.99,-0.12,0
264,0.029999997,-14448.0,3652.0,6492.0,12.98,62.73,0.0,12.97,62.98,-0.11,0
265,0.029999997,-14488.0,3628.0,6456.0,12.88,62.93,0.0,12.93,63.01,-0.12,0
266,0.029999997,-14596.0,3620.0,6572.0,12.74,62.79,0.0,12.92,62.97,-0.12,0
267,0.029999997,-14504.0,3712.0,6312.0,13.21,63.21,0.0,12.92,63.0,-0.14,0
268,0.031,-14408.0,3636.0,6360.0,13.0,63.05,0.0,12.95,63.02,-0.16,0
269,0.028999997,-14476.0,3652.0,6532.0,12.95,62.66,0.0,12.99,62.97,-0.13,0
270,0.031,-14476.0,3644.0,6676.0,12.88,62.28,0.0,12.98,62.94,-0.12,0
271,0.029999997,-14452.0,3612.0,6572.0,12.82,62.58,0.0,12.98,62.96,-0.12,0
272,0.029999997,-14456.0,3680.0,6452.0,13.09,62.81,0.0,13.01,62.94,-0.1,0
273,0.029999997,-14412.0,3672.0,6656.0,13.02,62.19,0.0,12.99,62.96,-0.11,0
274,0.031,-14492.0,3724.0,6436.0,13.22,62.84,0.0,12.97,62.97,-0.12,0
275,0.029999997,-14564.0,3772.0,6480.0,13.31,62.76,0.0,12.99,62.92,-0.11,0
276,0.028999997,-14420.0,3556.0,6348.0,12.72,63.23,0.0,12.96,62.98,-0.11,0
