id,dt,accel_x,accel_y,accel_z,accel_angle_x,accel_angle_y,accel_angle_z,angle_x,angle_y,angle_z,phase
2148,0.031,15736.0,792.0,8352.0,2.55,-61.94,0.0,-0.03,-62.82,12.66,1
2149,0.031,15568.0,748.0,7972.0,2.45,-62.78,0.0,-0.01,-62.61,12.89,1
2150,0.032,15608.0,580.0,8128.0,1.89,-62.43,0.0,0.04,-62.41,13.08,1
2151,0.031,15536.0,528.0,7912.0,1.73,-62.96,0.0,0.24,-62.63,13.14,1
2152,0.029999997,15580.0,768.0,8116.0,2.5,-62.38,0.0,0.38,-62.78,13.16,1
2153,0.031,15648.0,560.0,7812.0,1.83,-63.41,0.0,0.41,-62.71,13.17,1
2154,0.031,15808.0,680.0,8560.0,2.17,-61.49,0.0,0.35,-62.34,13.18,1
2155,0.032,15552.0,692.0,8160.0,2.26,-62.23,0.0,0.41,-62.18,13.16,1
2156,0.029999997,15520.0,704.0,8008.0,2.31,-62.62,0.0,0.43,-62.0,13.15,1
2157,0.031,15456.0,656.0,7756.0,2.17,-63.27,0.0,0.49,-61.78,13.17,1
2158,0.031,15524.0,592.0,8160.0,1.93,-62.21,0.0,0.64,-61.26,13.24,1
2159,0.031,15308.0,720.0,8724.0,2.34,-60.24,0.0,0.81,-60.68,13.35,1
2160,0.031,15356.0,612.0,8480.0,2.0,-61.03,0.0,0.96,-60.4,13.46,1
2161,0.031,15200.0,596.0,8692.0,1.95,-60.18,0.0,1.11,-60.27,13.55,1
2162,0.031,15344.0,620.0,8532.0,2.02,-60.86,0.0,1.13,-60.21,13.61,1
2163,0.029999997,15176.0,532.0,8628.0,1.75,-60.33,0.0,1.2,-59.89,13.67,1
2164,0.032,15184.0,616.0,8564.0,2.02,-60.51,0.0,1.38,-59.45,13.68,1
2165,0.031,15156.0,776.0,8500.0,2.56,-60.61,0.0,1.6,-58.76,13.78,1
2166,0.031,14904.0,684.0,8672.0,2.27,-59.73,0.0,1.97,-57.4,14.03,1
2167,0.029999997,14596.0,672.0,9848.0,2.19,-55.93,0.0,2.34,-55.49,14.29,1
2168,0.031,14584.0,540.0,10296.0,1.73,-54.74,0.0,2.61,-53.7,14.61,1
2169,0.032,14236.0,472.0,10656.0,1.52,-53.16,0.0,2.99,-52.29,14.88,1
2170,0.029999997,14224.0,936.0,10544.0,3.03,-53.34,0.0,3.84,-51.24,15.05,1
2171,0.031,14044.0,700.0,11260.0,2.23,-51.22,0.0,4.11,-50.07,15.06,1
2172,0.032,13664.0,728.0,11768.0,2.31,-49.21,0.0,4.36,-49.17,15.07,1
2173,0.031,13680.0,868.0,11788.0,2.75,-49.17,0.0,4.44,-48.42,15.1,1
2174,0.029999997,13428.0,924.0,11860.0,2.95,-48.46,0.0,4.58,-47.87,15.12,1
2175,0.031,13324.0,736.0,11744.0,2.37,-48.55,0.0,4.86,-47.12,15.16,1
2176,0.031,13088.0,932.0,12020.0,3.0,-47.35,0.0,5.08,-46.17,15.27,1
2177,0.032,12844.0,920.0,12404.0,2.95,-45.92,0.0,5.12,-45.39,15.33,1
2178,0.029999997,12804.0,732.0,12580.0,2.34,-45.46,0.0,5.05,-44.64,15.3,1
2179,0.031,12428.0,704.0,12184.0,2.32,-45.52,0.0,5.23,-43.26,15.32,1
2180,0.031,12704.0,1064.0,14668.0,3.14,-40.82,0.0,5.65,-42.32,15.34,1
2181,0.031,12232.0,880.0,12916.0,2.83,-43.38,0.0,5.55,-41.12,15.35,1
2182,0.031,11888.0,1168.0,13696.0,3.68,-40.85,0.0,5.79,-40.07,15.26,1
2183,0.031,10916.0,512.0,12276.0,1.79,-41.62,0.0,5.73,-38.86,15.17,1
2184,0.032,11592.0,1296.0,13928.0,4.09,-39.65,0.0,5.74,-37.92,15.03,1
2185,0.029999997,11188.0,1172.0,14104.0,3.72,-38.33,0.0,5.87,-37.23,14.96,1
2186,0.032,11252.0,1368.0,13940.0,4.37,-38.78,0.0,6.01,-36.34,14.85,1
2187,0.031,11000.0,1032.0,14072.0,3.31,-37.94,0.0,6.15,-35.6,14.76,1
2188,0.032,10688.0,1588.0,14844.0,4.96,-35.6,0.0,6.07,-34.58,14.62,1
2189,0.029999997,10428.0,1496.0,14808.0,4.72,-35.02,0.0,6.08,-33.84,14.55,1
2190,0.031,10384.0,1624.0,14640.0,5.17,-35.18,0.0,6.13,-33.24,14.54,1
2191,0.032,10120.0,1648.0,15084.0,5.18,-33.7,0.0,6.37,-32.6,14.51,1
2192,0.029999997,10028.0,1564.0,15136.0,4.92,-33.39,0.0,6.36,-31.98,14.49,1
2193,0.032,9760.0,1672.0,14940.0,5.35,-32.99,0.0,6.44,-31.54,14.41,1
2194,0.031,9720.0,1368.0,15204.0,4.34,-32.49,0.0,6.43,-30.96,14.38,1
2195,0.031,9496.0,1684.0,15184.0,5.37,-31.86,0.0,6.63,-30.41,14.3,1
2196,0.031,9300.0,1644.0,15308.0,5.24,-31.13,0.0,6.62,-29.63,14.11,1
2197,0.031,9164.0,1748.0,15296.0,5.6,-30.76,0.0,6.56,-28.66,13.79,1
2198,0.031,8908.0,1908.0,15796.0,6.01,-29.24,0.0,6.33,-27.85,13.47,1
2199,0.031,9040.0,2064.0,15888.0,6.44,-29.43,0.0,6.53,-27.32,13.33,1
2200,0.029999997,8648.0,1928.0,15888.0,6.08,-28.38,0.0,6.38,-26.83,13.23,1
2201,0.032,8340.0,1924.0,15816.0,6.14,-27.63,0.0,6.35,-26.18,13.13,1
2202,0.031,8100.0,1844.0,16020.0,5.86,-26.67,0.0,6.28,-25.43,13.07,1
2203,0.029999997,8032.0,1860.0,16404.0,5.81,-25.94,0.0,6.36,-24.73,13.02,1
2204,0.031,7936.0,1968.0,15984.0,6.29,-26.23,0.0,6.67,-24.15,12.97,1
2205,0.031,7872.0,1952.0,16196.0,6.19,-25.76,0.0,6.69,-23.56,12.95,1
2206,0.032,7428.0,1880.0,16416.0,5.96,-24.21,0.0,6.53,-22.94,12.8,1
2207,0.029999997,7172.0,1928.0,16524.0,6.11,-23.32,0.0,6.34,-22.32,12.62,1
2208,0.031,7096.0,2052.0,16700.0,6.45,-22.87,0.0,6.33,-21.55,12.49,1
2209,0.031,6868.0,1944.0,16500.0,6.21,-22.46,0.0,6.14,-20.69,12.35,1
2210,0.032,6640.0,1772.0,17160.0,5.5,-21.05,0.0,5.9,-19.68,12.2,1
2211,0.029999997,6700.0,1056.0,16340.0,3.42,-22.25,0.0,5.31,-18.54,12.02,1
2212,0.031,5900.0,1704.0,17620.0,5.24,-18.43,0.0,5.22,-17.62,11.82,1
2213,0.031,5896.0,164.0,17468.0,0.51,-18.65,0.0,4.89,-16.57,11.65,1
2214,0.029999997,5772.0,1812.0,17400.0,5.64,-18.26,0.0,5.0,-16.22,11.58,1
2215,0.031,5280.0,1856.0,16976.0,5.96,-17.18,0.0,4.93,-15.64,11.46,1
2216,0.032,5304.0,1748.0,17616.0,5.43,-16.68,0.0,4.87,-14.81,11.27,1
2217,0.031,5768.0,2640.0,16844.0,8.43,-18.69,0.0,4.81,-13.95,11.13,1
2218,0.029999997,4752.0,1664.0,17420.0,5.27,-15.19,0.0,4.85,-13.25,11.04,1
2219,0.031,4504.0,1644.0,17876.0,5.1,-14.08,0.0,4.89,-12.71,11.0,1
2220,0.031,4336.0,1648.0,17800.0,5.14,-13.63,0.0,4.87,-12.2,10.89,1
2221,0.031,4152.0,1728.0,18004.0,5.34,-12.93,0.0,4.86,-11.45,10.7,1
2222,0.031,3964.0,1884.0,17620.0,5.96,-12.61,0.0,4.92,-11.01,10.55,1
2223,0.031,3672.0,1840.0,17340.0,5.93,-11.89,0.0,5.03,-10.41,10.51,1
2224,0.031,3644.0,1580.0,18384.0,4.82,-11.17,0.0,5.21,-9.64,10.46,1
2225,0.029999997,3348.0,1784.0,17776.0,5.63,-10.61,0.0,5.33,-9.15,10.42,1
2226,0.031,3120.0,1900.0,17916.0,5.96,-9.82,0.0,5.35,-8.16,10.33,1
2227,0.031,4180.0,-380.0,17528.0,-1.21,-13.41,0.0,4.95,-7.51,10.26,1
2228,0.031,2572.0,1936.0,18168.0,6.02,-8.01,0.0,4.98,-6.9,10.28,1
2229,0.029999997,2396.0,1940.0,17868.0,6.14,-7.59,0.0,5.04,-6.16,10.21,1
2230,0.031,2084.0,2452.0,17444.0,7.95,-6.75,0.0,4.87,-5.18,10.11,1
2231,0.029999997,2076.0,1772.0,18124.0,5.55,-6.5,0.0,5.03,-4.66,10.15,1
2232,0.029999997,1928.0,1944.0,17920.0,6.16,-6.11,0.0,5.23,-4.29,10.23,1
2233,0.031,1564.0,1668.0,17832.0,5.32,-4.99,0.0,5.31,-3.94,10.29,1
2234,0.029999997,1252.0,1520.0,17128.0,5.06,-4.16,0.0,4.88,-2.06,9.74,1
2235,0.031,1224.0,2668.0,17900.0,8.46,-3.87,0.0,4.39,-0.3,9.24,1
2236,0.028999997,408.0,1772.0,18896.0,5.36,-1.23,0.0,4.35,0.42,9.12,1
2237,0.028999997,328.0,1760.0,18224.0,5.52,-1.03,0.0,4.55,0.46,9.16,1
2238,0.029999997,700.0,1776.0,18260.0,5.55,-2.19,0.0,5.38,-0.13,9.35,1
2239,0.028999997,432.0,2144.0,18232.0,6.71,-1.35,0.0,6.05,-0.74,9.62,1
2240,0.029999997,416.0,2120.0,18080.0,6.69,-1.31,0.0,6.91,-1.47,9.93,1
2241,0.029999997,832.0,2292.0,17768.0,7.34,-2.66,0.0,7.93,-2.32,10.27,1
2242,0.028999997,1176.0,2368.0,17852.0,7.54,-3.74,0.0,8.49,-3.11,10.39,1
2243,0.031,1380.0,2688.0,18000.0,8.47,-4.34,0.0,8.85,-4.14,10.42,1
2244,0.031,1408.0,2840.0,18216.0,8.84,-4.37,0.0,9.17,-5.03,10.45,1
2245,0.031,2028.0,2964.0,17340.0,9.64,-6.58,0.0,9.66,-6.07,10.51,1
2246,0.028999997,1724.0,3388.0,18200.0,10.5,-5.32,0.0,9.89,-6.81,10.54,1
2247,0.031,2440.0,3180.0,18188.0,9.83,-7.53,0.0,10.3,-7.98,10.67,1
2248,0.031,2252.0,4292.0,17888.0,13.39,-6.98,0.0,10.71,-9.21,10.7,1
2249,0.029999997,3252.0,3392.0,16920.0,11.14,-10.67,0.0,10.31,-10.27,10.67,1
2250,0.032,3352.0,3464.0,17912.0,10.76,-10.41,0.0,10.05,-11.49,10.7,1
2251,0.032,4044.0,3024.0,17324.0,9.65,-12.95,0.0,9.26,-12.64,10.67,1
2252,0.031,4472.0,3232.0,18244.0,9.76,-13.57,0.0,8.93,-14.35,10.72,1
2253,0.029999997,4816.0,3320.0,17716.0,10.25,-14.96,0.0,8.84,-15.26,10.9,1
2254,0.032,4592.0,3520.0,17604.0,10.95,-14.35,0.0,9.26,-15.38,11.14,1
2255,0.031,4684.0,3684.0,17156.0,11.7,-14.95,0.0,9.5,-15.46,11.38,1
2256,0.032,4920.0,3616.0,16496.0,11.86,-16.24,0.0,9.02,-15.54,11.63,1
2257,0.029999997,4936.0,2972.0,17632.0,9.22,-15.43,0.0,8.71,-15.47,11.81,1
2258,0.031,4888.0,3176.0,17204.0,10.07,-15.61,0.0,8.39,-15.34,12.16,1
2259,0.032,4600.0,3064.0,17572.0,9.57,-14.46,0.0,8.28,-15.11,12.42,1
2260,0.029999997,4864.0,3108.0,16844.0,10.05,-15.85,0.0,8.03,-14.99,12.78,1
2261,0.032,4616.0,2584.0,17648.0,8.06,-14.51,0.0,7.82,-14.79,13.05,1
2262,0.031,4776.0,2608.0,17380.0,8.23,-15.2,0.0,7.54,-14.68,13.26,1
2263,0.031,4504.0,2556.0,17360.0,8.11,-14.4,0.0,7.25,-14.52,13.4,1
2264,0.029999997,4612.0,2636.0,17696.0,8.2,-14.45,0.0,7.39,-14.39,13.44,1
2265,0.031,4636.0,2436.0,17740.0,7.57,-14.52,0.0,7.44,-14.21,13.52,1
2266,0.032,4476.0,2480.0,17824.0,7.69,-13.97,0.0,7.35,-14.03,13.49,1
2267,0.031,4544.0,2516.0,17140.0,8.08,-14.7,0.0,7.52,-13.83,13.47,1
2268,0.029999997,4280.0,2776.0,17820.0,8.61,-13.35,0.0,7.9,-13.58,13.46,1
2269,0.031,4436.0,2628.0,17376.0,8.34,-14.17,0.0,8.05,-13.3,13.42,1
2270,0.031,4228.0,2696.0,17272.0,8.62,-13.6,0.0,8.02,-12.91,13.37,1
2271,0.031,4100.0,3208.0,17092.0,10.34,-13.27,0.0,8.02,-12.46,13.48,1
2272,0.031,3708.0,2692.0,17412.0,8.6,-11.88,0.0,7.91,-11.93,13.59,1
2273,0.031,3780.0,2612.0,18168.0,8.01,-11.64,0.0,7.99,-11.44,13.58,1
2274,0.032,3700.0,2652.0,17736.0,8.33,-11.66,0.0,7.86,-11.13,13.54,1
2275,0.029999997,3832.0,2180.0,17100.0,7.09,-12.53,0.0,7.48,-10.9,13.4,1
2276,0.031,3568.0,2784.0,17216.0,9.0,-11.56,0.0,7.33,-10.48,13.4,1
2277,0.031,3444.0,2568.0,17892.0,8.02,-10.79,0.0,7.47,-10.08,13.32,1
2278,0.029999997,3080.0,2412.0,18344.0,7.39,-9.45,0.0,7.58,-9.64,13.28,1
2279,0.031,3060.0,2680.0,17684.0,8.49,-9.71,0.0,7.81,-9.21,13.33,1
2280,0.031,3084.0,2964.0,17968.0,9.23,-9.61,0.0,7.61,-8.71,13.52,1
2281,0.031,2716.0,2636.0,18004.0,8.24,-8.49,0.0,7.38,-8.32,13.83,1
2282,0.028999997,2732.0,2096.0,18388.0,6.43,-8.4,0.0,7.22,-7.94,14.21,1
2283,0.031,2712.0,2780.0,18128.0,8.62,-8.41,0.0,7.02,-7.55,14.62,1
2284,0.031,2724.0,2456.0,17700.0,7.81,-8.67,0.0,6.73,-7.32,15.07,1
2285,0.028999997,2764.0,2136.0,17844.0,6.75,-8.74,0.0,6.39,-7.08,15.51,1
2286,0.031,2860.0,1648.0,17616.0,5.28,-9.18,0.0,6.4,-6.88,15.83,1
2287,0.031,2516.0,1988.0,17776.0,6.32,-8.01,0.0,6.54,-6.48,16.14,1
2288,0.031,2112.0,2384.0,17752.0,7.6,-6.72,0.0,6.51,-5.94,16.49,1
2289,0.028999997,2196.0,2160.0,18944.0,6.46,-6.57,0.0,6.5,-5.59,16.7,1
2290,0.031,2060.0,2000.0,17492.0,6.48,-6.67,0.0,6.42,-5.35,16.91,1
2291,0.031,1956.0,2092.0,18256.0,6.5,-6.08,0.0,6.57,-5.03,17.04,1
2292,0.028999997,1980.0,2472.0,18344.0,7.63,-6.11,0.0,6.63,-4.79,17.22,1
2293,0.031,1908.0,2252.0,17564.0,7.26,-6.15,0.0,6.43,-4.67,17.45,1
2294,0.031,1736.0,2012.0,18120.0,6.31,-5.44,0.0,6.59,-4.53,17.71,1
2295,0.029999997,1920.0,2160.0,18616.0,6.58,-5.85,0.0,6.68,-4.46,17.95,1
2296,0.029999997,1820.0,2256.0,17848.0,7.17,-5.78,0.0,6.49,-4.47,18.22,1
2297,0.031,1956.0,1800.0,17816.0,5.73,-6.23,0.0,6.35,-4.39,18.5,1
2298,0.031,1904.0,1940.0,18388.0,5.99,-5.88,0.0,6.3,-4.33,18.62,1
2299,0.028999997,1828.0,1824.0,18276.0,5.67,-5.68,0.0,6.32,-4.24,18.69,1
2300,0.031,1616.0,1812.0,17880.0,5.76,-5.14,0.0,6.51,-4.18,18.68,1
2301,0.031,1656.0,1988.0,18012.0,6.27,-5.22,0.0,6.55,-4.09,18.65,1
2302,0.029999997,1604.0,2212.0,17764.0,7.07,-5.12,0.0,6.68,-4.01,18.66,1
2303,0.029999997,1540.0,2096.0,18152.0,6.56,-4.82,0.0,6.7,-3.92,18.66,1
2304,0.031,1376.0,2416.0,17916.0,7.66,-4.35,0.0,6.74,-3.85,18.7,1
2305,0.031,1408.0,2220.0,17884.0,7.05,-4.47,0.0,6.78,-3.82,18.72,1
2306,0.028999997,1708.0,2036.0,18316.0,6.32,-5.3,0.0,6.93,-3.79,18.72,1
2307,0.031,1488.0,2200.0,17876.0,6.99,-4.72,0.0,6.8,-3.76,18.76,1
2308,0.031,1476.0,1912.0,18524.0,5.87,-4.53,0.0,6.51,-3.78,18.76,1
2309,0.029999997,1548.0,1868.0,17928.0,5.93,-4.91,0.0,6.46,-3.74,18.77,1
2310,0.029999997,1596.0,2024.0,18188.0,6.33,-4.98,0.0,6.47,-3.7,18.75,1
2311,0.031,1356.0,2092.0,18348.0,6.49,-4.2,0.0,6.43,-3.62,18.72,1
2312,0.029999997,1368.0,1964.0,18124.0,6.17,-4.29,0.0,6.29,-3.62,18.72,1
2313,0.029999997,1384.0,1972.0,18124.0,6.19,-4.34,0.0,6.4,-3.59,18.71,1
2314,0.031,1268.0,2020.0,18372.0,6.26,-3.92,0.0,6.52,-3.57,18.72,1
2315,0.031,1204.0,2360.0,17696.0,7.58,-3.86,0.0,6.41,-3.56,18.75,1
2316,0.029999997,1304.0,2152.0,18028.0,6.79,-4.11,0.0,6.38,-3.57,18.75,1
2317,0.029999997,1300.0,1956.0,17988.0,6.19,-4.11,0.0,6.38,-3.55,18.75,1
2318,0.031,1292.0,2260.0,18088.0,7.1,-4.05,0.0,6.43,-3.57,18.72,1
2319,0.029999997,1352.0,2084.0,17668.0,6.71,-4.35,0.0,6.34,-3.57,18.7,1
2320,0.029999997,1268.0,2232.0,18368.0,6.91,-3.92,0.0,6.35,-3.56,18.69,1
2321,0.031,1340.0,1964.0,17916.0,6.24,-4.25,0.0,6.37,-3.56,18.68,1
2322,0.031,1408.0,2044.0,18420.0,6.31,-4.34,0.0,6.31,-3.6,18.68,1
2323,0.029999997,1320.0,2096.0,17600.0,6.77,-4.26,0.0,5.97,-3.62,18.7,1
2324,0.029999997,1332.0,2072.0,18268.0,6.45,-4.14,0.0,5.86,-3.65,18.68,1
2325,0.031,1320.0,2076.0,17792.0,6.64,-4.21,0.0,5.84,-3.65,18.69,1
2326,0.029999997,1288.0,2084.0,18068.0,6.56,-4.05,0.0,5.97,-3.64,18.68,1
2327,0.029999997,1184.0,2012.0,17920.0,6.39,-3.76,0.0,5.87,-3.62,18.7,1
2328,0.031,1396.0,1880.0,18180.0,5.89,-4.37,0.0,5.88,-3.65,18.67,1
2329,0.031,1368.0,1940.0,17772.0,6.21,-4.38,0.0,5.69,-3.67,18.7,1
2330,0.029999997,1468.0,1696.0,18376.0,5.26,-4.55,0.0,5.62,-3.7,18.69,1
2331,0.029999997,1264.0,2004.0,17748.0,6.43,-4.05,0.0,5.71,-3.66,18.73,1
2332,0.031,1344.0,1788.0,18136.0,5.62,-4.22,0.0,5.73,-3.68,18.74,1
2333,0.029999997,1260.0,2020.0,17976.0,6.4,-3.98,0.0,5.6,-3.68,18.75,1
2334,0.029999997,1548.0,1500.0,18404.0,4.64,-4.79,0.0,5.48,-3.71,18.73,1
2335,0.031,1372.0,1684.0,18380.0,5.22,-4.25,0.0,5.26,-3.68,18.72,1
2336,0.029999997,1356.0,1776.0,18012.0,5.62,-4.28,0.0,5.3,-3.67,18.75,1
2337,0.031,1464.0,1664.0,18204.0,5.21,-4.58,0.0,5.25,-3.67,18.78,1
2338,0.029999997,1300.0,1472.0,18040.0,4.65,-4.11,0.0,5.18,-3.62,18.8,1
2339,0.031,1180.0,1804.0,18532.0,5.55,-3.63,0.0,5.02,-3.6,18.83,1
2340,0.029999997,1372.0,1392.0,18008.0,4.41,-4.34,0.0,4.93,-3.6,18.83,1
2341,0.029999997,1320.0,1588.0,18380.0,4.93,-4.09,0.0,4.92,-3.58,18.82,1
2342,0.031,1252.0,1544.0,18040.0,4.88,-3.96,0.0,4.83,-3.59,18.8,1
2343,0.029999997,1268.0,1508.0,18172.0,4.73,-3.98,0.0,4.78,-3.6,18.82,1
2344,0.031,1348.0,1380.0,17876.0,4.4,-4.3,0.0,4.75,-3.6,18.8,1
2345,0.029999997,1100.0,1816.0,18476.0,5.6,-3.39,0.0,4.76,-3.58,18.79,1
2346,0.031,1356.0,1472.0,17672.0,4.75,-4.37,0.0,4.73,-3.6,18.8,1
2347,0.029999997,1160.0,1660.0,18124.0,5.22,-3.65,0.0,4.7,-3.6,18.8,1
2348,0.029999997,1280.0,1328.0,18328.0,4.13,-3.98,0.0,4.5,-3.62,18.79,1
2349,0.031,1320.0,1364.0,17996.0,4.32,-4.18,0.0,4.46,-3.63,18.79,1
2350,0.029999997,1368.0,1356.0,17952.0,4.31,-4.35,0.0,4.55,-3.66,18.79,1
2351,0.031,1124.0,1544.0,18024.0,4.89,-3.56,0.0,4.4,-3.63,18.79,1
2352,0.029999997,1264.0,1464.0,18476.0,4.52,-3.9,0.0,4.55,-3.66,18.79,1
2353,0.029999997,1380.0,1456.0,18116.0,4.58,-4.34,0.0,4.43,-3.65,18.79,1
2354,0.031,1124.0,1708.0,18148.0,5.37,-3.53,0.0,4.46,-3.61,18.8,1
2355,0.029999997,1240.0,1524.0,18260.0,4.76,-3.87,0.0,4.41,-3.6,18.83,1
2356,0.031,1344.0,1456.0,18132.0,4.58,-4.23,0.0,4.51,-3.57,18.82,1
2357,0.029999997,1208.0,1572.0,18040.0,4.97,-3.82,0.0,4.59,-3.55,18.8,1
2358,0.031,400.0,3412.0,16380.0,11.76,-1.37,0.0,4.06,-3.16,18.83,1
2359,0.029999997,1192.0,1488.0,18012.0,4.71,-3.77,0.0,4.06,-3.07,18.85,1
2360,0.029999997,1060.0,1432.0,17968.0,4.55,-3.37,0.0,3.98,-3.01,18.84,1
2361,0.031,1180.0,1392.0,18236.0,4.36,-3.69,0.0,4.02,-2.94,18.86,1
2362,0.029999997,1308.0,1148.0,18224.0,3.6,-4.1,0.0,4.07,-2.86,18.91,1
2363,0.031,1072.0,1372.0,17956.0,4.36,-3.41,0.0,4.23,-2.77,18.93,1
2364,0.029999997,1016.0,1512.0,18552.0,4.65,-3.12,0.0,4.15,-2.72,18.95,1
2365,0.031,1128.0,1320.0,18052.0,4.17,-3.57,0.0,3.95,-2.67,18.96,1
2366,0.029999997,932.0,1656.0,18096.0,5.22,-2.94,0.0,3.98,-2.61,18.96,1
2367,0.029999997,836.0,1652.0,18120.0,5.2,-2.63,0.0,4.08,-2.47,18.98,1
2368,0.031,984.0,1380.0,17892.0,4.4,-3.14,0.0,4.2,-2.43,18.97,1
2369,0.028999997,816.0,1584.0,18296.0,4.94,-2.54,0.0,4.16,-2.32,18.97,1
2370,0.029999997,800.0,1308.0,18232.0,4.1,-2.51,0.0,4.26,-2.25,18.98,1
2371,0.031,896.0,1472.0,18256.0,4.6,-2.8,0.0,4.27,-2.17,18.99,1
2372,0.028999997,864.0,1428.0,17916.0,4.55,-2.75,0.0,4.34,-2.1,19.0,1
2373,0.031,796.0,1456.0,18172.0,4.58,-2.5,0.0,4.48,-1.99,19.01,1
2374,0.029999997,808.0,1524.0,17932.0,4.85,-2.57,0.0,4.6,-1.91,19.0,1
2375,0.031,708.0,1556.0,17800.0,4.99,-2.27,0.0,4.63,-1.8,19.01,1
2376,0.028999997,680.0,1512.0,18320.0,4.71,-2.12,0.0,4.8,-1.69,19.0,1
2377,0.031,660.0,1688.0,18040.0,5.34,-2.09,0.0,4.97,-1.54,19.03,1
2378,0.029999997,580.0,1984.0,17772.0,6.37,-1.86,0.0,5.22,-1.35,19.04,1
2379,0.029999997,568.0,1720.0,17712.0,5.54,-1.83,0.0,5.34,-1.21,19.08,1
2380,0.029999997,432.0,1544.0,18180.0,4.85,-1.36,0.0,5.18,-0.98,19.09,1
2381,0.029999997,540.0,1852.0,17912.0,5.9,-1.72,0.0,5.41,-0.77,19.12,1
2382,0.031,388.0,1836.0,17316.0,6.05,-1.28,0.0,5.4,-0.65,19.13,1
2383,0.028999997,272.0,1568.0,18092.0,4.95,-0.86,0.0,5.58,-0.5,19.13,1
2384,0.031,300.0,1880.0,18408.0,5.83,-0.93,0.0,5.64,-0.34,19.17,1
2385,0.029999997,368.0,1616.0,17868.0,5.17,-1.18,0.0,5.91,-0.09,19.25,1
2386,0.029999997,448.0,1436.0,18468.0,4.44,-1.39,0.0,6.27,0.22,19.34,1
2387,0.029999997,-84.0,2376.0,18324.0,7.39,0.26,0.0,6.67,0.61,19.47,1
2388,0.029999997,-104.0,2024.0,18084.0,6.39,0.33,0.0,6.9,0.94,19.58,1
2389,0.028999997,-744.0,3144.0,18832.0,9.47,2.23,0.0,7.22,1.35,19.7,1
2390,0.029999997,-344.0,1992.0,17396.0,6.53,1.13,0.0,7.16,1.66,19.86,1
2391,0.029999997,-476.0,2268.0,18200.0,7.1,1.49,0.0,6.93,1.85,19.97,1
2392,0.031,-352.0,2308.0,17892.0,7.35,1.12,0.0,6.51,1.97,20.08,1
2393,0.028999997,-448.0,1832.0,18032.0,5.8,1.42,0.0,6.04,2.12,20.15,1
2394,0.029999997,-416.0,1596.0,18536.0,4.92,1.28,0.0,5.96,2.17,20.18,1
2395,0.029999997,-476.0,1836.0,17812.0,5.88,1.52,0.0,5.97,2.18,20.19,1
2396,0.028999997,-628.0,1852.0,18092.0,5.84,1.98,0.0,5.54,2.22,20.24,1
2397,0.031,-456.0,1668.0,18264.0,5.22,1.42,0.0,5.05,2.21,20.26,1
2398,0.029999997,-372.0,1340.0,18220.0,4.21,1.17,0.0,4.88,2.2,20.26,1
2399,0.028999997,-372.0,1704.0,17756.0,5.48,1.19,0.0,4.69,2.21,20.27,1
2400,0.029999997,-572.0,1692.0,17972.0,5.38,1.81,0.0,4.56,2.19,20.28,1
2401,0.029999997,-452.0,1404.0,18044.0,4.45,1.43,0.0,4.39,2.2,20.25,1
2402,0.031,-468.0,1232.0,18176.0,3.88,1.47,0.0,4.29,2.24,20.28,1
2403,0.028999997,-476.0,1524.0,18280.0,4.76,1.49,0.0,4.23,2.23,20.3,1
2404,0.029999997,-520.0,1224.0,18164.0,3.85,1.64,0.0,4.0,2.23,20.28,1
2405,0.029999997,-632.0,1380.0,18108.0,4.36,1.99,0.0,3.79,2.25,20.28,1
2406,0.028999997,-400.0,980.0,18284.0,3.07,1.25,0.0,3.86,2.22,20.29,1
2407,0.029999997,-700.0,1428.0,17904.0,4.56,2.23,0.0,3.81,2.25,20.26,1
2408,0.031,-476.0,1128.0,18128.0,3.56,1.5,0.0,3.57,2.22,20.29,1
2409,0.028999997,-496.0,1236.0,18212.0,3.88,1.56,0.0,3.44,2.18,20.27,1
2410,0.029999997,-480.0,1216.0,18032.0,3.86,1.52,0.0,3.57,2.18,20.26,1
2411,0.029999997,-556.0,1180.0,17836.0,3.78,1.78,0.0,3.58,2.17,20.27,1
2412,0.029999997,-496.0,832.0,18540.0,2.57,1.53,0.0,3.54,2.11,20.25,1
2413,0.028999997,-448.0,1172.0,18032.0,3.72,1.42,0.0,3.46,2.1,20.23,1
2414,0.031,-652.0,1156.0,18156.0,3.64,2.05,0.0,3.36,2.08,20.25,1
2415,0.029999997,-544.0,1040.0,18300.0,3.25,1.7,0.0,3.3,2.03,20.25,1
2416,0.028999997,-380.0,972.0,18280.0,3.04,1.19,0.0,3.49,1.98,20.24,1
2417,0.029999997,-600.0,1440.0,17860.0,4.61,1.92,0.0,3.38,1.98,20.21,1
2418,0.029999997,-476.0,872.0,18308.0,2.73,1.49,0.0,3.09,1.91,20.17,1
2419,0.028999997,-420.0,1008.0,17872.0,3.23,1.34,0.0,3.09,1.9,20.16,1
2420,0.029999997,-568.0,1188.0,18072.0,3.76,1.8,0.0,3.06,1.88,20.16,1
2421,0.029999997,-464.0,1172.0,18204.0,3.68,1.46,0.0,3.13,1.86,20.15,1
2422,0.031,-360.0,1008.0,18472.0,3.12,1.11,0.0,3.17,1.81,20.13,1
2423,0.028999997,-424.0,1108.0,17876.0,3.55,1.36,0.0,3.13,1.81,20.13,1
