id,dt,accel_x,accel_y,accel_z,accel_angle_x,accel_angle_y,accel_angle_z,angle_x,angle_y,angle_z
86,0.027,0.03,0.03,-0.02,-1.79,4.99,0.0,-1.76,4.69,-2.02
87,0.025,-0.01,0.14,-0.12,-1.25,5.23,0.0,-1.78,4.64,-2.02
88,0.027,0.01,-0.04,0.06,-2.16,5.05,0.0,-1.82,4.57,-2.05
89,0.027,0.21,-0.01,0.03,-2.0,4.03,0.0,-1.86,4.5,-2.05
90,0.025,0.04,-0.02,0.02,-2.06,4.89,0.0,-1.9,4.53,-2.04
91,0.025999999,-0.06,0.12,0.04,-1.32,5.4,0.0,-1.82,4.58,-2.15
92,0.027,-0.04,0.09,-0.09,-1.5,5.39,0.0,-1.78,4.64,-2.22
93,0.025,-0.15,0.21,-0.13,-0.87,5.99,0.0,-1.73,4.73,-2.3
94,0.027,-0.12,0.05,-0.03,-1.68,5.78,0.0,-1.77,4.82,-2.32
95,0.025999999,-0.27,0.04,0.04,-1.75,6.49,0.0,-1.75,4.88,-2.42
96,0.025999999,-0.08,-0.04,-0.05,-2.16,5.55,0.0,-1.9,4.54,-2.29
97,0.027,0.17,-0.01,0.07,-1.99,4.22,0.0,-1.95,4.2,-2.22
98,0.025,0.27,0.09,0.07,-1.49,3.66,0.0,-1.98,3.7,-2.35
99,0.025999999,0.27,0.01,0.05,-1.91,3.68,0.0,-2.07,3.07,-2.64
100,0.025999999,0.38,-0.19,0.3,-2.91,3.04,0.0,-2.18,2.43,-3.07
101,0.025999999,0.42,-0.08,-0.03,-2.42,2.95,0.0,-2.29,1.91,-3.53
102,0.027,0.46,-0.04,-0.02,-2.16,2.72,0.0,-2.42,1.49,-3.81
103,0.025999999,0.72,-0.16,0.15,-2.76,1.32,0.0,-2.55,1.18,-3.91
104,0.027,0.76,-0.31,0.18,-3.55,1.13,0.0,-2.72,0.77,-3.94
105,0.025,0.91,-0.16,0.04,-2.79,0.31,0.0,-2.8,0.33,-3.92
106,0.027,0.96,-0.14,-0.05,-2.73,0.08,0.0,-2.91,-0.27,-3.93
107,0.027,0.98,-0.27,0.08,-3.36,-0.01,0.0,-3.11,-0.97,-3.94
108,0.025999999,1.26,-0.21,-0.17,-3.13,-1.52,0.0,-3.35,-1.73,-3.79
109,0.027999999,1.26,-0.34,-0.07,-3.78,-1.53,0.0,-3.84,-2.56,-3.52
110,0.027,1.38,-0.41,0.26,-4.01,-2.1,0.0,-4.41,-3.6,-3.37
111,0.025999999,1.76,-0.63,-0.03,-5.26,-4.12,0.0,-5.1,-4.81,-3.32
112,0.027999999,1.88,-0.57,-0.11,-5.01,-4.81,0.0,-5.76,-5.95,-3.14
113,0.027999999,1.96,-0.8,-0.01,-6.12,-5.18,0.0,-6.38,-7.07,-3.13
114,0.025999999,2.26,-0.93,0.01,-6.77,-6.71,0.0,-6.89,-8.17,-3.11
115,0.027999999,2.5,-1.04,-0.12,-7.43,-8.03,0.0,-7.38,-9.4,-3.12
116,0.025999999,2.84,-1.07,0.05,-7.41,-9.62,0.0,-7.68,-10.35,-3.09
117,0.027999999,2.86,-0.98,-0.07,-7.05,-9.83,0.0,-7.78,-11.12,-3.19
118,0.027999999,2.96,-1.07,0.01,-7.43,-10.26,0.0,-7.77,-11.76,-3.29
119,0.027,3.02,-0.92,-0.05,-6.69,-10.65,0.0,-7.66,-12.28,-3.51
120,0.027999999,3.18,-1.05,-0.22,-7.47,-11.64,0.0,-7.61,-12.83,-3.84
121,0.027999999,3.24,-0.98,-0.16,-7.04,-11.86,0.0,-7.56,-13.3,-4.31
122,0.027,3.39,-0.91,-0.23,-6.74,-12.74,0.0,-7.59,-13.77,-4.65
123,0.027999999,3.3,-1.05,-0.19,-7.42,-12.2,0.0,-7.75,-14.25,-4.82
124,0.028999997,3.48,-1.09,-0.28,-7.69,-13.22,0.0,-7.96,-14.96,-5.08
125,0.027,3.63,-1.06,-0.34,-7.54,-14.06,0.0,-8.14,-15.69,-5.33
126,0.027999999,3.76,-1.08,-0.41,-7.67,-14.79,0.0,-8.28,-16.33,-5.62
127,0.027999999,3.88,-1.11,-0.52,-7.88,-15.54,0.0,-8.32,-16.83,-5.93
128,0.027,4.01,-1.25,-0.42,-8.52,-16.07,0.0,-8.42,-17.26,-6.19
129,0.027999999,4.05,-1.19,-0.57,-8.31,-16.48,0.0,-8.5,-17.69,-6.45
130,0.028999997,4.19,-1.13,-0.5,-7.87,-17.12,0.0,-8.55,-18.2,-6.78
131,0.027,4.31,-1.06,-0.53,-7.51,-17.73,0.0,-8.55,-18.53,-6.91
132,0.027999999,4.22,-1.18,-0.33,-8.01,-16.96,0.0,-8.59,-18.98,-7.26
133,0.027999999,4.44,-1.13,-0.53,-7.83,-18.39,0.0,-8.74,-19.75,-7.73
134,0.027,4.47,-1.14,-0.57,-7.91,-18.62,0.0,-8.92,-20.56,-7.89
135,0.027999999,4.71,-1.15,-0.64,-7.95,-19.9,0.0,-9.09,-21.58,-8.06
136,0.027999999,4.95,-1.08,-0.81,-7.68,-21.42,0.0,-9.14,-22.5,-8.12
137,0.027999999,4.92,-1.15,-0.82,-8.06,-21.24,0.0,-9.24,-23.22,-8.18
138,0.027999999,5.3,-1.29,-0.88,-8.67,-23.2,0.0,-9.27,-23.85,-8.2
139,0.027,5.25,-1.26,-0.87,-8.55,-22.91,0.0,-9.19,-24.37,-8.24
140,0.027999999,5.28,-1.3,-0.85,-8.73,-23.01,0.0,-9.14,-25.02,-8.29
141,0.027999999,5.6,-1.23,-1.15,-8.47,-25.18,0.0,-9.15,-25.67,-8.29
142,0.027999999,5.56,-1.22,-1.06,-8.39,-24.82,0.0,-9.14,-26.12,-8.36
143,0.027999999,5.66,-1.2,-1.21,-8.37,-25.63,0.0,-9.11,-26.58,-8.48
144,0.027999999,5.64,-1.18,-1.2,-8.24,-25.52,0.0,-9.05,-26.89,-8.52
145,0.027,5.67,-1.24,-1.15,-8.49,-25.52,0.0,-9.06,-27.1,-8.55
146,0.027999999,5.73,-1.21,-1.13,-8.31,-25.79,0.0,-9.21,-27.43,-8.79
147,0.027999999,5.81,-1.18,-1.33,-8.25,-26.65,0.0,-9.35,-27.88,-9.01
148,0.027999999,5.84,-1.15,-1.16,-8.0,-26.41,0.0,-9.51,-28.43,-9.23
149,0.027999999,6.14,-1.33,-1.2,-8.85,-27.79,0.0,-9.68,-29.09,-9.49
150,0.027999999,6.13,-1.3,-1.4,-8.84,-28.26,0.0,-9.81,-29.62,-9.63
151,0.027,6.31,-1.3,-1.48,-8.84,-29.26,0.0,-9.86,-30.02,-9.72
152,0.027999999,6.25,-1.23,-1.37,-8.38,-28.76,0.0,-9.98,-30.43,-9.91
153,0.027999999,6.36,-1.37,-1.48,-9.14,-29.48,0.0,-10.13,-30.89,-10.05
154,0.027999999,6.39,-1.32,-1.64,-9.01,-30.08,0.0,-10.22,-31.37,-10.27
155,0.028999997,6.52,-1.32,-1.6,-8.94,-30.53,0.0,-10.2,-31.78,-10.44
156,0.028999997,6.55,-1.29,-1.67,-8.77,-30.87,0.0,-10.21,-32.12,-10.61
157,0.027999999,6.59,-1.25,-1.78,-8.66,-31.37,0.0,-10.27,-32.35,-10.67
158,0.028999997,6.82,-1.43,-1.64,-9.4,-31.9,0.0,-10.39,-32.75,-10.9
159,0.028999997,6.6,-1.33,-1.64,-8.99,-30.98,0.0,-10.51,-33.15,-11.27
160,0.027999999,6.8,-1.25,-1.84,-8.6,-32.46,0.0,-10.6,-33.67,-11.56
161,0.028999997,6.99,-1.23,-2.05,-8.55,-33.91,0.0,-10.75,-34.21,-11.85
162,0.028999997,6.89,-1.37,-1.97,-9.27,-33.15,0.0,-10.85,-34.5,-11.96
163,0.028999997,7.04,-1.44,-2.02,-9.58,-33.93,0.0,-10.92,-34.87,-12.09
164,0.028999997,7.16,-1.43,-2.02,-9.47,-34.46,0.0,-10.97,-35.24,-12.23
165,0.028999997,7.18,-1.36,-2.08,-9.17,-34.79,0.0,-11.03,-35.76,-12.37
166,0.027999999,7.14,-1.2,-2.13,-8.39,-34.82,0.0,-11.08,-36.34,-12.37
167,0.028999997,7.43,-1.4,-2.21,-9.34,-36.2,0.0,-11.26,-37.0,-12.4
168,0.028999997,7.38,-1.56,-2.31,-10.27,-36.16,0.0,-11.34,-37.58,-12.49
169,0.028999997,7.47,-1.41,-2.25,-9.39,-36.49,0.0,-11.4,-38.22,-12.57
170,0.028999997,7.55,-1.41,-2.51,-9.53,-37.65,0.0,-11.38,-38.86,-12.63
171,0.028999997,7.78,-1.43,-2.7,-9.64,-39.16,0.0,-11.43,-39.58,-12.78
172,0.027999999,7.76,-1.51,-2.7,-10.06,-39.04,0.0,-11.44,-40.08,-12.83
173,0.029999997,7.75,-1.43,-2.72,-9.69,-39.13,0.0,-11.5,-40.69,-12.94
174,0.028999997,7.94,-1.47,-2.97,-9.94,-40.72,0.0,-11.57,-41.18,-13.02
175,0.027999999,8.06,-1.4,-2.84,-9.4,-40.8,0.0,-11.57,-41.69,-13.16
176,0.028999997,8.13,-1.52,-3.03,-10.12,-41.65,0.0,-11.63,-42.24,-13.29
177,0.029999997,8.23,-1.56,-2.9,-10.18,-41.56,0.0,-11.69,-42.83,-13.46
178,0.027999999,8.21,-1.48,-3.31,-10.07,-42.97,0.0,-11.82,-43.4,-13.53
179,0.029999997,8.23,-1.48,-3.24,-10.0,-42.79,0.0,-11.91,-44.06,-13.56
180,0.028999997,8.33,-1.65,-3.26,-10.85,-43.14,0.0,-12.02,-44.58,-13.62
181,0.029999997,8.36,-1.51,-3.42,-10.18,-43.95,0.0,-12.01,-45.06,-13.67
182,0.027999999,8.33,-1.58,-3.25,-10.44,-43.15,0.0,-12.11,-45.47,-13.8
183,0.028999997,8.45,-1.59,-3.63,-10.68,-44.99,0.0,-12.16,-45.95,-13.84
184,0.029999997,8.51,-1.52,-3.51,-10.17,-44.84,0.0,-12.13,-46.3,-13.87
185,0.027999999,8.63,-1.61,-3.61,-10.64,-45.57,0.0,-12.13,-46.82,-13.93
186,0.029999997,8.66,-1.62,-3.82,-10.82,-46.44,0.0,-12.29,-47.47,-14.04
187,0.028999997,8.72,-1.48,-3.9,-10.1,-47.11,0.0,-12.39,-48.07,-14.11
188,0.028999997,8.89,-1.59,-3.9,-10.56,-47.6,0.0,-12.48,-48.58,-14.11
189,0.028999997,8.94,-1.69,-3.96,-11.08,-47.93,0.0,-12.55,-49.03,-14.05
190,0.029999997,8.92,-1.68,-4.07,-11.09,-48.27,0.0,-12.74,-49.55,-14.1
191,0.027999999,9.0,-1.56,-4.15,-10.47,-49.03,0.0,-12.74,-50.0,-14.14
192,0.028999997,8.98,-1.63,-4.2,-10.86,-49.04,0.0,-12.72,-50.38,-14.22
193,0.029999997,8.99,-1.65,-4.22,-10.99,-49.13,0.0,-12.75,-50.68,-14.26
194,0.027999999,9.23,-1.67,-4.28,-10.93,-50.2,0.0,-12.8,-51.02,-14.28
195,0.029999997,9.03,-1.6,-4.3,-10.78,-49.66,0.0,-12.72,-51.25,-14.24
196,0.028999997,9.09,-1.75,-4.39,-11.57,-50.05,0.0,-12.84,-51.66,-14.33
197,0.028999997,9.06,-1.63,-4.58,-11.09,-50.86,0.0,-12.98,-52.15,-14.4
198,0.028999997,9.17,-1.69,-4.63,-11.33,-51.37,0.0,-13.17,-52.75,-14.53
199,0.028999997,9.45,-1.74,-4.79,-11.47,-52.87,0.0,-13.26,-53.34,-14.6
200,0.028999997,9.26,-1.76,-4.72,-11.69,-51.9,0.0,-13.32,-53.7,-14.6
201,0.028999997,9.31,-1.78,-4.83,-11.84,-52.52,0.0,-13.45,-54.05,-14.63
202,0.029999997,9.44,-1.78,-4.91,-11.74,-53.26,0.0,-13.47,-54.36,-14.62
203,0.028999997,9.47,-1.76,-5.1,-11.76,-54.18,0.0,-13.6,-54.82,-14.67
204,0.028999997,9.53,-1.77,-5.21,-11.79,-54.8,0.0,-13.66,-55.25,-14.61
205,0.028999997,9.59,-1.69,-5.12,-11.3,-54.72,0.0,-13.69,-55.68,-14.57
206,0.029999997,9.57,-1.82,-5.28,-12.08,-55.13,0.0,-13.76,-56.08,-14.48
207,0.027999999,9.48,-1.91,-5.25,-12.61,-54.59,0.0,-13.94,-56.45,-14.39
208,0.028999997,9.64,-1.87,-5.38,-12.34,-55.71,0.0,-13.98,-56.74,-14.32
209,0.029999997,9.62,-1.98,-5.39,-12.95,-55.48,0.0,-13.99,-56.73,-14.25
210,0.027999999,10.27,-0.95,-7.24,-7.54,-67.54,0.0,-14.1,-59.22,-13.33
211,0.029999997,9.79,-1.99,-5.87,-13.13,-57.97,0.0,-14.44,-60.29,-12.97
212,0.028999997,10.15,-2.12,-6.36,-13.73,-60.73,0.0,-14.54,-60.53,-13.0
213,0.028999997,10.16,-2.16,-6.06,-13.74,-59.45,0.0,-14.33,-60.0,-13.16
214,0.029999997,10.05,-2.18,-6.06,-13.96,-59.14,0.0,-14.09,-59.46,-13.55
215,0.028999997,9.91,-1.91,-5.94,-12.6,-58.78,0.0,-13.73,-59.03,-13.76
216,0.028999997,9.7,-1.94,-5.8,-12.89,-57.53,0.0,-13.56,-58.75,-13.82
217,0.028999997,9.76,-1.86,-5.82,-12.43,-57.97,0.0,-13.37,-58.41,-13.77
218,0.029999997,9.86,-2.08,-5.65,-13.38,-57.11,0.0,-13.33,-58.26,-13.7
219,0.027999999,9.76,-1.9,-5.67,-12.56,-57.2,0.0,-13.21,-58.15,-13.6
220,0.028999997,9.8,-1.93,-5.67,-12.7,-57.26,0.0,-13.15,-58.1,-13.53
221,0.029999997,9.85,-1.99,-5.67,-12.92,-57.33,0.0,-13.13,-57.96,-13.52
222,0.027999999,9.84,-1.99,-5.74,-13.02,-57.58,0.0,-13.23,-58.02,-13.58
223,0.029999997,9.91,-2.06,-5.73,-13.31,-57.6,0.0,-13.29,-58.0,-13.64
224,0.028999997,9.87,-1.9,-5.58,-12.37,-57.16,0.0,-13.26,-57.95,-13.67
225,0.029999997,9.81,-1.89,-5.68,-12.46,-57.45,0.0,-13.18,-57.91,-13.71
226,0.027999999,9.86,-1.96,-5.74,-12.83,-57.68,0.0,-13.21,-57.95,-13.79
227,0.028999997,9.67,-1.86,-5.64,-12.43,-56.89,0.0,-13.17,-57.96,-13.85
228,0.029999997,9.87,-1.95,-5.71,-12.74,-57.64,0.0,-13.11,-57.91,-13.86
229,0.027999999,9.82,-1.92,-5.73,-12.62,-57.65,0.0,-13.05,-57.86,-13.97
230,0.029999997,9.81,-1.92,-5.7,-12.63,-57.45,0.0,-13.05,-57.86,-14.1
231,0.028999997,9.84,-1.78,-5.81,-11.91,-58.25,0.0,-12.94,-57.84,-14.14
232,0.028999997,9.78,-1.87,-5.7,-12.41,-57.45,0.0,-12.92,-57.85,-14.14
233,0.028999997,9.8,-1.87,-5.82,-12.47,-58.03,0.0,-12.87,-57.85,-14.1
234,0.029999997,9.79,-1.95,-5.55,-12.72,-56.7,0.0,-12.86,-57.74,-14.11
235,0.027999999,9.79,-1.94,-5.68,-12.74,-57.29,0.0,-12.85,-57.62,-14.17
236,0.028999997,9.76,-1.87,-5.77,-12.45,-57.72,0.0,-12.74,-57.46,-14.17
237,0.029999997,9.68,-1.87,-5.56,-12.41,-56.59,0.0,-12.74,-57.27,-14.19
238,0.027999999,9.85,-1.92,-5.66,-12.55,-57.43,0.0,-12.79,-57.22,-14.24
239,0.029999997,9.75,-1.87,-5.6,-12.38,-56.94,0.0,-12.69,-57.07,-14.14
240,0.028999997,9.77,-1.82,-5.67,-12.14,-57.41,0.0,-12.66,-56.99,-14.09
241,0.028999997,9.78,-1.78,-5.71,-11.92,-57.67,0.0,-12.57,-56.84,-14.01
242,0.028999997,9.62,-1.79,-5.45,-11.97,-56.07,0.0,-12.4,-56.48,-13.84
243,0.028999997,10.35,-1.75,-5.52,-11.12,-58.55,0.0,-12.19,-56.21,-13.57
244,0.029999997,9.73,-2.01,-5.19,-12.89,-54.95,0.0,-12.08,-55.58,-13.22
245,0.028999997,9.49,-2.12,-5.2,-13.7,-54.03,0.0,-12.08,-55.12,-13.07
246,0.028999997,9.51,-1.97,-5.32,-12.98,-54.85,0.0,-12.01,-54.77,-12.86
247,0.028999997,9.42,-2.14,-5.06,-13.8,-53.22,0.0,-11.77,-54.2,-12.51
248,0.028999997,9.4,-2.18,-4.95,-13.94,-52.64,0.0,-11.64,-53.62,-12.34
249,0.028999997,9.34,-2.02,-4.87,-13.11,-52.41,0.0,-11.34,-53.05,-12.13
250,0.029999997,9.51,-2.15,-4.88,-13.64,-52.77,0.0,-11.19,-52.56,-11.91
251,0.027999999,9.36,-2.1,-4.66,-13.34,-51.5,0.0,-11.06,-52.1,-11.64
252,0.029999997,9.23,-2.04,-4.84,-13.31,-51.85,0.0,-10.8,-51.47,-11.37
253,0.028999997,9.09,-2.14,-4.5,-13.71,-49.93,0.0,-10.59,-50.77,-11.12
254,0.028999997,9.02,-2.04,-4.36,-13.13,-49.28,0.0,-10.4,-50.05,-10.95
255,0.028999997,9.03,-2.04,-4.39,-13.13,-49.44,0.0,-10.19,-49.26,-10.89
256,0.028999997,8.91,-1.99,-4.45,-13.06,-49.32,0.0,-10.21,-48.72,-11.09
257,0.028999997,8.83,-2.02,-4.18,-13.05,-47.93,0.0,-10.02,-48.02,-10.88
258,0.028999997,8.8,-2.22,-3.76,-13.77,-46.02,0.0,-9.8,-47.51,-10.57
259,0.028999997,8.65,-2.18,-3.86,-13.79,-45.89,0.0,-9.56,-47.04,-9.88
260,0.027999999,9.76,-1.65,-3.32,-9.9,-48.4,0.0,-9.23,-46.74,-9.26
261,0.028999997,8.8,-1.91,-4.11,-12.46,-47.71,0.0,-8.79,-46.16,-9.13
262,0.027999999,8.5,-2.15,-3.77,-13.72,-45.03,0.0,-8.65,-45.9,-8.77
263,0.027999999,8.08,-1.62,-3.37,-10.94,-42.53,0.0,-8.35,-45.31,-8.48
264,0.028999997,8.34,-2.0,-3.19,-12.59,-42.59,0.0,-8.11,-44.42,-8.33
265,0.027999999,8.42,-1.99,-3.46,-12.69,-43.82,0.0,-8.11,-44.05,-8.19
266,0.027,8.5,-1.95,-3.55,-12.47,-44.48,0.0,-8.18,-43.84,-8.15
267,0.028999997,8.39,-1.86,-3.63,-12.16,-44.45,0.0,-8.37,-43.8,-8.18
268,0.027999999,8.43,-2.0,-3.49,-12.75,-43.94,0.0,-8.44,-43.6,-8.07
269,0.027999999,8.2,-2.06,-3.49,-13.29,-42.99,0.0,-8.58,-43.44,-8.02
270,0.027999999,8.23,-2.04,-3.31,-12.97,-42.52,0.0,-8.74,-43.27,-7.96
271,0.028999997,8.39,-2.07,-3.48,-13.14,-43.7,0.0,-9.01,-43.35,-7.61
272,0.027,8.24,-2.04,-3.41,-13.06,-42.88,0.0,-9.22,-43.17,-7.55
273,0.027999999,8.46,-2.11,-3.47,-13.26,-43.9,0.0,-9.31,-42.87,-7.69
274,0.028999997,8.46,-2.11,-3.39,-13.23,-43.57,0.0,-9.31,-42.44,-7.99
275,0.027,8.18,-2.09,-3.16,-13.13,-41.74,0.0,-9.44,-42.02,-8.37
276,0.028999997,8.27,-1.99,-3.23,-12.61,-42.43,0.0,-9.5,-41.71,-8.66
277,0.027999999,8.05,-1.94,-3.09,-12.43,-41.15,0.0,-9.51,-41.39,-8.72
278,0.027999999,8.26,-1.9,-3.3,-12.23,-42.72,0.0,-9.52,-41.2,-8.71
279,0.027999999,8.01,-1.72,-3.4,-11.53,-42.26,0.0,-9.39,-40.85,-8.83
