id,dt,accel_x,accel_y,accel_z,accel_angle_x,accel_angle_y,accel_angle_z,angle_x,angle_y,angle_z
1155,0.029999997,-1783.4,14023.63,8808.0,57.36,6.15,0.0,56.29,11.24,53.97
1156,0.027999999,-1955.42,13927.56,9572.0,54.97,6.6,0.0,56.79,11.13,54.29
1157,0.029999997,-2699.39,14263.51,9048.0,56.51,9.08,0.0,57.16,11.34,54.52
1158,0.029999997,-2163.37,14379.37,8028.0,59.98,7.48,0.0,58.07,11.47,54.67
1159,0.028999997,-2139.33,14679.22,9092.0,57.55,7.06,0.0,59.1,11.72,54.64
1160,0.029999997,-1919.32,14355.16,9676.0,55.52,6.33,0.0,59.52,11.78,54.62
1161,0.029999997,-2119.32,14419.11,7780.0,60.8,7.37,0.0,59.9,11.79,54.72
1162,0.029999997,-2803.25,14882.93,6532.0,64.48,9.78,0.0,61.1,12.21,54.63
1163,0.028999997,-2295.2,15054.79,9980.0,55.79,7.24,0.0,62.1,12.54,54.4
1164,0.029999997,-1859.21,14334.72,8056.0,60.04,6.45,0.0,62.53,12.51,54.48
1165,0.029999997,-2651.22,14958.62,6144.0,65.91,9.31,0.0,63.22,12.44,54.69
1166,0.028999997,-3363.15,15706.5,8228.0,60.51,10.74,0.0,64.09,12.91,54.44
1167,0.029999997,-1863.13,14862.4,6948.0,64.19,6.48,0.0,64.74,13.0,54.27
1168,0.029999997,-2011.16,14766.35,6940.0,63.94,7.03,0.0,65.11,12.81,54.48
1169,0.028999997,-2875.16,15338.31,7456.0,62.49,9.57,0.0,65.34,12.84,54.68
1170,0.029999997,-2515.15,15158.28,6256.0,66.03,8.72,0.0,65.56,12.86,54.8
1171,0.029999997,-2351.16,15066.26,6856.0,64.32,8.08,0.0,65.7,12.81,54.95
1172,0.028999997,-2351.19,14862.28,6344.0,65.54,8.28,0.0,65.6,12.61,55.12
1173,0.029999997,-2627.22,15214.32,6796.0,64.42,8.96,0.0,65.28,12.42,55.28
